source_ref,manufacturer,model,carrier_wavelength,units_carrier_wavelength,frequency,units_frequency,unit_length,units_unit_length,manu_ref_refrac_index,c_term,d_term,remark,edm_type,manu_unc_const,units_manu_unc_const,manu_unc_ppm,units_manu_unc_ppm,manu_unc_k,atmos_corr_formula
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Nikon,DTM-720,850,nm,74927604,Hz,2,m,1.000275,275,79.5,(C-term and D-term) Temperature and pressure measured internally for automatic first velocity correction,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Nikon,DTM-730,850,nm,74927604,Hz,2,m,1.000275,275,79.5,(C-term and D-term) Temperature and pressure measured internally for automatic first velocity correction,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Nikon,DTM-750,850,nm,74927604,Hz,2,m,1.000275,275,79.5,(C-term and D-term) Temperature and pressure measured internally for automatic first velocity correction,ph,,mm,,ppm,,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Nikon,DTM-821/831/851,,nm,,Hz,,m,,275,79.5,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Nikon,DTM-A5/10/20,850,nm,74927604,Hz,2,m,1.000275,275,79.5,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,ND 160,,nm,14.5,MHz,10,m,,279.7,106,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,ND 20,820,nm,14.97595,MHz,10,m,,279.7,106,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,ND 20 F,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,ND 21,,nm,14.5,MHz,10,m,,279.7,106,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,ND 21 F,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,ND 250,820,nm,14.97295,MHz,10,m,,279.7,106,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,ND 26,,nm,14.5,MHz,10,m,,279.7,106,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,ND 30,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,ND 31,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Nikon,ND-20,820,nm,14972947,Hz,10,m,1.00028,280,79.5,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Nikon,ND-20F,810,nm,14972947,Hz,10,m,1.00028,280,79.5,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Nikon,ND-21,820,nm,14972947,Hz,10,m,1.00028,280,79.5,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Nikon,ND-21F,810,nm,14972947,Hz,10,m,1.00028,280,79.5,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Nikon,ND-26,820,nm,14972947,Hz,10,m,1.00028,280,79.5,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Nikon,ND-30,820,nm,14972947,Hz,10,m,1.00028,280,79.5,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Nikon,ND-31,820,nm,14972947,Hz,10,m,1.00028,280,79.5,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,NPL 300,870,nm,14.972947,MHz,10,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,NPL 332,,nm,,Hz,,m,,275,106,,ph,6,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,NPL 350,,nm,,Hz,0,m,,275,106,,ph,10,mm,6,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,NPL 352,,nm,,Hz,,m,,275,106,,ph,6,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,NPL 522,,nm,,Hz,,m,,275,106,,ph,6,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,NPL 632,,nm,,Hz,,m,,275,106,,ph,6,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,NPL 820,,nm,,Hz,0,m,,275,160,,ph,6,mm,6,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,NPL 821,,nm,,Hz,0,m,,275,106,,ph,6,mm,6,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,NPR 332,,nm,,Hz,,m,,278.2,107.6,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,NPR 352,,nm,,Hz,,m,,278.2,107.6,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,NPR 362,,nm,,Hz,,m,,278.2,107.6,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,NTD 2,,nm,14.5,MHz,10,m,,279.7,106,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,NTD 2 S,,nm,14.5,MHz,10,m,,279.7,106,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,NTD 3,,nm,14.5,MHz,10,m,,279.7,106,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon,NTD 4,,nm,14.5,MHz,10,m,,279.7,106,,ph,10,mm,10,ppm,2,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Nikon,NTD-2/2S,820,nm,14972947,Hz,10,m,1.00028,280,79.5,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Nikon,NTD-3,820,nm,14972947,Hz,10,m,1.00028,280,79.5,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Nikon,NTD-4,820,nm,14972947,Hz,10,m,1.00028,280,79.5,,ph,,mm,,ppm,,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Nikon,S6 DR300+,,nm,,Hz,,m,,274.11,79.3,reflectorless,ph,,mm,,ppm,,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Nikon,S6 High Precision,,nm,,Hz,,m,,278.77,80.65,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,MD 14,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,MD 20,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Pentax,MD-14,815,nm,14985450,Hz,10,m,1.0002785,278.5,79.2,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Pentax,MD-20,815,nm,14985450,Hz,10,m,1.0002785,278.5,79.2,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PCS 1 S,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PCS 2,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PCS 2 S,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PCS 215,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PCS 225,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PCS 325,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PCS 515,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Pentax,PCS-1S,815,nm,14985450,Hz,10,m,1.00027975,279.75,79.55,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Pentax,PCS-2S,815,nm,14985450,Hz,10,m,1.00027975,279.75,79.55,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PM 81,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Pentax,PM-81,850,nm,14985450,Hz,10,m,1.0002785,278.5,79.2,(C-term and D-term) Applicable if PM-81 is set to 278 ppm,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PTS 10,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PTS 10 D,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PTS II,,nm,,Hz,,m,,279.7,106.1,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PTS III,,nm,,Hz,,m,,279.7,106.1,,ph,10,mm,6,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PTS V2,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PTS V2C,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PTS V3,815,nm,14.98545,MHz,10,m,,,,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PTS V3C,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PTS V5,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Pentax,PTS-10,815,nm,14985450,Hz,10,m,1.0002798,279.8,79.56,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PTS2 / 05,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PTS3 / 05,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Pentax,PTS-II,815,nm,14985450,Hz,10,m,1.00027975,279.75,79.55,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Pentax,PTS-III,815,nm,14985450,Hz,10,m,1.00027975,279.75,79.55,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Pentax,PTS-V2/V2C,815,nm,14985450,Hz,10,m,1.00027975,279.75,79.55,(C-term and D-term) n Temperature and pressure measured internally for automatic first velocity correction,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Pentax,PTS-V3/V3C,815,nm,14985450,Hz,10,m,1.00027975,279.75,79.55,(C-term and D-term) n Temperature and pressure measured internally for automatic first velocity correction,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Pentax,PTS-V5,815,nm,14985450,Hz,10,m,1.00027975,279.75,79.55,(C-term and D-term) n Temperature and pressure measured internally for automatic first velocity correction,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,Px,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,Px 06 D,,nm,,Hz,10,m,,,,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,Px 10 D,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,Px 20 D,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Pentax,PX-06D,850,nm,14985450,Hz,10,m,1.0002785,278.5,79.2,(C-term and D-term) Applicable if a temperature of +15°C and a pressure of 760 mm Hg is entered.,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Pentax,PX-10D,815,nm,14985450,Hz,10,m,1.0002798,279.8,79.56,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Pentax,PX-20D,815,nm,14985450,Hz,10,m,1.0002798,279.8,79.56,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,PHM,Traverse,,nm,,Hz,,m,,,,,ph,10,mm,20,ppm,2,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Precision International,Beetle 1000S,910,nm,14984979,Hz,10,m,1.00031,310,79.15,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Precision International,Beetle 1600S,910,nm,14984979,Hz,10,m,1.00031,310,79.15,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Precision International,Beetle 500S,910,nm,14984979,Hz,10,m,1.00031,310,79.15,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Precision International,Citation CI-410,905,nm,14984980,Hz,10,m,1.00031,310,79.21,(C-term and D-term) e Applicable if PPM value in Citation is set to 310 ppm,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Precision International,Citation CI-450,905,nm,14984980,Hz,10,m,1.00031,310,79.21,(C-term and D-term) e Applicable if PPM value in Citation is set to 310 ppm,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,2000,,nm,,Hz,5,m,,,,,ph,,mm,,ppm,,
Topcon / Sokkia EDM Specification for Oceania Models curtesy of Aptella,Sokkia,DX-100AC,690,nm,37.463483,MHz,4,m,1.000282324,282.324,80.4,Fine measurement,ph,3,mm,4,ppm,2,
Topcon / Sokkia EDM Specification for Oceania Models curtesy of Aptella,Sokkia,DX-200AC,690,nm,37.463483,MHz,4,m,1.000282324,282.324,80.4,Fine measurement,ph,3,mm,4,ppm,2,
Topcon / Sokkia EDM Specification for Oceania Models curtesy of Aptella,Sokkia,FX-200,690,nm,29.970784,MHz,5,m,1.000282324,282.324,80.38,Fine measurement,ph,3,mm,4,ppm,2,
Topcon / Sokkia EDM Specification for Oceania Models curtesy of Aptella,Sokkia,iM-100,690,nm,29.970784,MHz,5,m,1.000282324,282.324,80.38,Fine measurement,ph,3,mm,4,ppm,2,
Topcon / Sokkia EDM Specification for Oceania Models curtesy of Aptella,Sokkia,iM-50,690,nm,29.970784,MHz,5,m,1.000282324,282.324,80.38,Fine measurement,ph,3,mm,4,ppm,2,
Topcon / Sokkia EDM Specification for Oceania Models curtesy of Aptella,Sokkia,iX-1200,690,nm,29.970784,MHz,5,m,1.000282324,282.324,80.38,Fine measurement,ph,2,mm,4,ppm,2,
Topcon / Sokkia EDM Specification for Oceania Models curtesy of Aptella,Sokkia,iX-600,690,nm,29.970784,MHz,5,m,1.000282324,282.324,80.38,Fine measurement,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,MINI AR,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,Mini AR,860,nm,14985442,Hz,10,m,1.00027896,278.96,79.33,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,NET 2,,nm,,Hz,2,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,NET 2B,,nm,,Hz,2,m,,,,,ph,,mm,,ppm,,
Topcon / Sokkia EDM Specification for Oceania Models curtesy of Aptella,Sokkia,NET05AX2A,690,nm,37.463483,MHz,4,m,1.000282324,282.324,80.4,Fine measurement,ph,1.6,mm,2,ppm,2,
Topcon / Sokkia EDM Specification for Oceania Models curtesy of Aptella,Sokkia,NET1AX2A,690,nm,37.463483,MHz,4,m,1.000282324,282.324,80.4,Fine measurement,ph,2,mm,2,ppm,2,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,"NET2,NET2B",860,nm,74927210,Hz,2,m,1.00027896,278.96,79.33,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,POWERSET 1000,,nm,,Hz,,m,,279,105.8,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,POWERSET 2000,,nm,,Hz,,m,,279,105.8,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,POWERSET 3000,,nm,,Hz,,m,,279,105.8,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,POWERSET 4000,,nm,,Hz,,m,,279,105.8,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,RED 1,,nm,,Hz,10,m,,278.6,105.5,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,RED 2,,nm,,Hz,10,m,,279,105.8,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,RED 2A,,nm,,Hz,10,m,,279,105.8,,ph,10,mm,6,ppm,2,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,RED 2A,860,nm,14985453,Hz,10,m,1.00027896,278.96,79.33,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,RED 2L,,nm,,Hz,10,m,,279,105.8,,ph,10,mm,6,ppm,2,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,RED 2L,860,nm,14985453,Hz,10,m,1.00027896,278.96,79.33,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,RED MIN I,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,RED mini (SDM-300),860,nm,14985453,Hz,10,m,1.0002789,278.96,79.33,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,RED MINI 2,,nm,,Hz,10,m,,279,105.8,,ph,10,mm,10,ppm,2,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,RED mini 2,810,nm,14985453,Hz,10,m,1.00027896,278.96,79.33,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,RED-1(=SDM-1D),830,nm,14985450,Hz,10,m,1.0002786,278.6,79.49,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,"RED-2, RED-3",860,nm,14985453,Hz,10,m,1.0002789,278.96,79.33,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,RED2LV,860,nm,14985442,Hz,10,m,1.00027896,278.96,79.33,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SDM 1C,,nm,,Hz,10,m,,278.6,105.5,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SDM 1D,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SDM 2,,nm,,Hz,,m,,278.6,105.5,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SDM 300,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SDM 3D,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,"SDM 3D, 5D",860,nm,14985453,Hz,10,m,1.0002789,278.96,79.33,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SDM 3E,,nm,,Hz,10,m,,278.6,105.5,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SDM 3ER,,nm,,Hz,10,m,,278.6,105.5,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SDM 3F,,nm,,Hz,10,m,,278.6,105.5,,ph,10,mm,10,ppm,2,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,SDM 3F/3FR,860,nm,14985453,Hz,10,m,1.00027896,278.96,79.33,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SDM 3FR,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SDM 5A,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SDM 5D,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,SDM-1C,910,nm,14985450,Hz,10,m,1.0002786,278.6,79.15,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,SDM-3E/3ER,860,nm,14985453,Hz,10,m,1.0002789,278.96,79.33,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SET 10,,nm,,Hz,10,m,,279,105.8,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SET 1030,,nm,,Hz,,m,,282.6,107.19,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SET 1130 R3,,nm,,Hz,,m,,282.6,107.19,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SET 2,,nm,,Hz,10,m,,279,105.8,,ph,6,mm,4,ppm,2,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,SET 2,860,nm,14985453,Hz,10,m,1.00027896,278.96,79.33,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SET 2000,,nm,,Hz,5,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SET 2030,,nm,,Hz,,m,,282.6,107.19,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SET 210,,nm,,Hz,,m,,279,105.72,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SET 2100,,nm,,Hz,5,m,,279,105.8,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SET 2120,,nm,,Hz,,m,,279,105.77,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SET 2130 R3,,nm,,Hz,,m,,282.6,107.19,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SET 230 R3,,nm,,Hz,,m,,282.6,107.19,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SET 230 RK3,,nm,,Hz,,m,,282.6,107.19,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SET 2B,,nm,,Hz,10,m,,279,105.8,,ph,6,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SET 2B2,,nm,,Hz,10,m,,279,105.8,,ph,6,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SET 2C,,nm,,Hz,10,m,,279,105.8,,ph,6,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SET 2C2,,nm,,Hz,10,m,,279,105.8,,ph,6,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SET 3,,nm,,Hz,10,m,,279,105.8,,ph,10,mm,6,ppm,2,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,SET 3,860,nm,14985453,Hz,10,m,1.00027896,278.96,79.33,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SET 300,,nm,,Hz,5,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SET 3000,,nm,,Hz,5,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SET 3030 R,690,nm,72.92694,MHz,2,m,,,,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SET 3030 R3,,nm,,Hz,,m,,282.6,107.19,,ph,4,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia,SET 310,860,nm,29.97088,MHz,5,m,,279,105.72,,ph,4,mm,4,ppm,2,
