source_ref,manufacturer,model,carrier_wavelength,units_carrier_wavelength,frequency,units_frequency,unit_length,units_unit_length,manu_ref_refrac_index,c_term,d_term,remark,edm_type,manu_unc_const,units_manu_unc_const,manu_unc_ppm,units_manu_unc_ppm,manu_unc_k
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCA 1102,780,nm,100,MHz,1.5,m,,283.05,106.32,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCA 1103,780,nm,100,MHz,1.5,m,,283.05,106.32,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCA 1105,780,nm,100,MHz,1.5,m,,283.05,106.32,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCA 1500,850,nm,50,MHz,3,m,,281.78,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCA 2003,850,nm,49.999646,MHz,3,m,,281.78,105.85,,,2,mm,2,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCM 1100,780,nm,100,MHz,1.5,m,,283.05,106.00,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCM 1101,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCM 1102,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCM 1103,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCM 1105,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCM 1800,850,nm,50,MHz,3,m,,281.78,106.00,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCM 1800 L,850,nm,50,MHz,3,m,,281.78,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 110,780,nm,100,MHz,1.5,m,,283.05,,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 302,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 303,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 305,780,nm,100,MHz,1.5,m,,283.05,107.46,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 307,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 405,658,nm,100,MHz,1.5,m,,286.34,107.46,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 702,780,nm,100,MHz,1.5,m,,283.05,107.46,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 703,780,nm,100,MHz,1.5,m,,283.05,107.46,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 705,780,nm,100,MHz,1.5,m,,283.05,107.46,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 802 P,,,           ,,1.5,m,,286.30,107.52,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 802 U,,,           ,,1.5,m,,286.30,107.52,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 803 P,,,           ,,1.5,m,,286.30,107.52,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 803 U,,,           ,,1.5,m,,286.30,107.52,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 805 P,658,nm,100.00000,MHz,1.5,m,,286.34,107.52,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 805 U,658,nm,100.00000,MHz,1.5,m,,286.34,107.52,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 1101,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 1101 x,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 1102,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 1102 x,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 1103,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 1103 x,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 1105,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCR 1105 x,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRA 1101,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRA 1102,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRA 1103,780,nm,100,MHz,1.5,m,,283.05,106.32,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRA 1105,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRM 1101,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRM 1102,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRM 1103,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRM 1105,780,nm,100,MHz,1.5,m,,283.05,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRP 1201,658,nm,100,MHz,1.5,m,,283.05,106.32,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRP 1201+,658,nm,100,MHz,1.5,m,,286.34,107.52,,,2,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRP 1202,658,nm,100,MHz,1.5,m,,283.05,106.32,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRP 1202+,658,nm,100,MHz,1.5,m,,286.34,107.52,,,2,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRP 1203,658,nm,100,MHz,1.5,m,,283.05,106.32,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRP 1203+,658,nm,100,MHz,1.5,m,,286.34,107.52,,,2,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRP 1205,658,nm,100,MHz,1.5,m,,286.34,106.32,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TCRP 1205+,658,nm,100,MHz,1.5,m,,286.34,107.52,,,2,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TPS 1000,,,,,3,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TPS 1100,,,,,1.5,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TPS 1200,,,,,1.5,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TS 06,658,nm,100.00000,MHz,1.5,m,,286.34,107.52,,,3,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TS 30,658,nm,100.00000,MHz,1.5,m,,286.34,107.52,,,1.2,mm,2,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TS 30,658,nm,100.00000,MHz,1.5,m,,286.34,107.52,,,1.2,mm,2,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Mekometer,ME 5000,,,,,,,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Mekometer,ME 3000,,,,,,,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,C 100,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,D 50,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 1,,,14.50000,MHz,10,m,,279.70,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 5,,,14.50000,MHz,10,m,,279.70,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 20,,,14.50000,MHz,10,m,,279.70,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 300,870,nm,39.961388,MHz,3.75,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 310,,,           ,,10,m,,275.00,106.00,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 330,,,,,7.5,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 332,,,           ,,,,,275.00,105.90,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 350,,,           ,,7.5,m,,275.00,105.90,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 352,,,           ,,,,,275.00,105.90,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 362,,,           ,,,,,275.00,105.90,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 410,,,           ,,2,m,,275.00,106.00,,,6,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 420,,,           ,,2,m,,275.00,106.00,,,6,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 430,,,           ,,2,m,,275.00,106.00,,,6,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 450,,,           ,,2,m,,275.00,106.00,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 460,,,           ,,,,,275.00,106.00,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 500,870,nm,74.927604,MHz,2,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 520,,,           ,,2,m,,275.00,106.00,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 521,,,           ,,2,m,,275.00,106.00,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 522,,,           ,,,,,275.00,106.00,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 530,,,           ,,2,m,,275.00,106.00,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 531,,,,,2,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 532,,,           ,,,,,275.00,106.00,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 550,,,           ,,2,m,,275.00,106.00,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 551,,,,,2,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 552,,,           ,,,,,275.00,106.00,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 632,,,           ,,,,,275.00,106.00,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 652,,,           ,,,,,275.00,106.00,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 720,,,           ,,2,m,,275.00,106.00,,,6,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 730,,,           ,,2,m,,275.00,106.00,,,6,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 750,,,           ,,2,m,,275.00,106.00,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 760,,,           ,,,,,275.00,106.00,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 820,,,           ,,2,m,,275.00,106.00,,,6,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 821,,,           ,,2,m,,275.00,106.00,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 830,,,           ,,2,m,,275.00,106.00,,,6,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 831,,,,,2,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 850,,,           ,,2,m,,275.00,106.00,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM 851,,,,,2,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM A5,,,,,2,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM A5 LG,,,,,2,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM A10,,,,,2,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM A10 LG,,,,,2,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM A20,,,,,2,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,DTM A20 LG,,,,,2,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,ND 20,820,nm,14.97595,MHz,10,m,,279.70,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,ND 20 F,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,ND 21,,,14.50000,MHz,10,m,,279.70,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,ND 21 F,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,ND 26,,,14.50000,MHz,10,m,,279.70,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,ND 30,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,ND 31,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,ND 160,,,14.50000,MHz,10,m,,279.70,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,ND 250,820,nm,14.97295,MHz,10,m,,279.70,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,NPL 300,870,nm,14.972947,MHz,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,NPL 332,,,           ,,,,,275.00,106.00,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,NPL 350,,,           ,,0,m,,275.00,106.00,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,NPL 352,,,           ,,,,,275.00,106.00,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,NPL 522,,,           ,,,,,275.00,106.00,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,NPL 632,,,           ,,,,,275.00,106.00,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,NPL 820,,,           ,,0,m,,275.00,160.00,,,6,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,NPL 821,,,           ,,0,m,,275.00,106.00,,,6,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,NPR 332,,,           ,,,,,278.20,107.60,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,NPR 352,,,           ,,,,,278.20,107.60,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,NPR 362,,,           ,,,,,278.20,107.60,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,NTD 2,,,14.50000,MHz,10,m,,279.70,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,NTD 2 S,,,14.50000,MHz,10,m,,279.70,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,NTD 3,,,14.50000,MHz,10,m,,279.70,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Nikon       ,NTD 4,,,14.50000,MHz,10,m,,279.70,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,MD 14,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,MD 20,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PCS 1 S,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PCS 2,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PCS 215,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PCS 225,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PCS 2 S,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PCS 325,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PCS 515,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PM 81,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PTS II,,,           ,,,,,279.70,106.10,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PTS III,,,           ,,,,,279.70,106.10,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PTS 10,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PTS 10 D,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PTS2 / 05,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PTS3 / 05,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PTS V2,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PTS V2C,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PTS V3,815,nm,14.98545,MHz,10,m,,,,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PTS V3C,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,PTS V5,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,Px,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,Px 06 D,,,           ,,10,m,,0.00,0.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,Px 10 D,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Pentax,Px 20 D,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,PHM,Traverse,,,           ,,,,,0.00,0.00,,,10,mm,20,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,2000,,,,,5,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,MINI AR,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,NET 2,,,,,2,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,NET 2B,,,,,2,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,POWERSET 1000,,,           ,,,,,279.00,105.80,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,POWERSET 2000,,,           ,,,,,279.00,105.80,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,POWERSET 3000,,,           ,,,,,279.00,105.80,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,POWERSET 4000,,,           ,,,,,279.00,105.80,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,RED 1,,,           ,,10,m,,278.60,105.50,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,RED 2,,,           ,,10,m,,279.00,105.80,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,RED 2A,,,           ,,10,m,,279.00,105.80,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,RED 2L,,,           ,,10,m,,279.00,105.80,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,RED MIN I,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,RED MINI 2,,,           ,,10,m,,279.00,105.80,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SDM 1C,,,           ,,10,m,,278.60,105.50,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SDM 1D,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SDM 2,,,           ,,,,,278.60,105.50,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SDM 3D,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SDM 3E,,,           ,,10,m,,278.60,105.50,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SDM 3ER,,,           ,,10,m,,278.60,105.50,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SDM 3F,,,           ,,10,m,,278.60,105.50,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SDM 3FR,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SDM 5A,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SDM 5D,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SDM 300,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 2,,,           ,,10,m,,279.00,105.80,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 2B,,,           ,,10,m,,279.00,105.80,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 2B2,,,,,10,m,,279.00,105.80,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 2C,,,           ,,10,m,,279.00,105.80,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 2C2,,,           ,,10,m,,279.00,105.80,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 3,,,           ,,10,m,,279.00,105.80,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 3B,,,           ,,10,m,,279.00,105.80,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 3B2,,,,,10,m,,279.00,105.80,,,6,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 3C,,,           ,,10,m,,279.00,105.80,,,6,mm,6,ppm,2
